,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms??,EE,LV,LT,FRE
12-01-2017,209.08,203.05,203.05,203.05,203.05,222.09,165.72,175.59,214.88,214.88,214.88,208.08,208.08,188.29,222.09,223.2,223.2,
13-01-2017,243.67,260.31,260.31,260.31,276.28,274.41,253.98,276.28,259.47,233.67,227.12,227.12,227.12,193,274.41,276.28,276.28,
14-01-2017,224.81,228.88,228.88,228.88,228.88,229.1,225.14,228.66,228.87,225.36,224.68,224.68,224.68,189.95,229.1,229.1,229.1,
15-01-2017,226.52,230.03,230.03,230.59,238.15,230.59,230.47,238.15,229.7,229.7,223.44,222.19,222.19,188.59,230.59,230.59,238.15,
16-01-2017,317.37,365.88,365.88,382.83,384.06,389.52,381.27,384.06,306.5,266.04,231.72,310.23,310.23,189.63,389.52,389.52,390.76,
17-01-2017,243.58,241.63,241.63,255.75,371.7,269.96,255.72,371.7,254.53,236.42,228.43,228.17,228.17,190.98,269.96,277.38,371.7,
18-01-2017,220.1,221.1,221.1,221.1,221.58,242.83,221.58,221.58,221.58,221.58,221.23,217.05,217.05,183.17,242.83,274.6,324.85,
19-01-2017,213.61,215.9,215.9,215.9,215.9,220.38,216.58,215.9,216.58,216.58,216.32,209.87,209.87,176.7,220.38,291.24,298.99,
20-01-2017,212.62,213.55,213.55,213.55,213.55,242.6,213.55,213.55,213.68,213.68,213.68,209.02,209.02,178.77,242.6,275.42,293.47,
21-01-2017,211.4,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,212.73,207.57,207.57,177.84,213.6,224.82,283.32,
22-01-2017,213.84,216.03,216.03,216.03,216.03,216.03,216.15,216.15,216.15,216.15,215.25,210.53,210.53,177.99,216.03,221.42,237,
23-01-2017,218.38,217.92,217.92,217.94,217.94,263.4,219.03,219.03,219.03,219.03,217.24,216.05,216.05,186.71,263.4,270.22,296.34,
24-01-2017,234.01,261.53,261.53,270.1,284.5,316.5,270.1,284.5,233.85,229.62,219.7,219.7,219.7,185.88,316.5,337.57,351.55,
25-01-2017,219.82,218.55,218.55,221.65,243.65,244.27,222.15,243.77,221.76,221.76,218.53,217,217,185.55,244.27,309.36,388.44,
26-01-2017,220.83,219.2,219.2,220.35,289.31,245.3,222.86,290.57,222.86,222.86,219.95,217.47,217.47,184.23,245.3,286.39,289.73,
27-01-2017,225.69,227.49,227.49,227.49,279.78,258.82,226.54,279.78,226.54,226.54,222.79,225.8,225.8,180.25,258.82,281.28,281.28,
28-01-2017,217,218.84,218.84,218.84,224.47,218.84,218.68,224.47,218.68,218.68,217.69,217.77,217.77,171.23,218.84,224.47,224.47,
29-01-2017,211.52,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,170.81,213.45,213.45,213.45,
30-01-2017,227.32,237.13,237.13,240.29,286.49,242.59,240.49,286.49,230.27,226.2,224.3,227.07,227.07,173.62,242.59,286.49,286.49,
31-01-2017,237.93,258.9,258.9,261.85,273.45,271.46,256.15,273.45,229.29,229.29,225.88,235.44,235.44,180.03,271.46,273.61,273.61,
01-02-2017,232.97,237.26,237.26,238.22,289.73,278.55,233.77,289.73,227.96,227.96,225.29,235.42,235.42,191.01,278.55,293,293,
02-02-2017,233.7,236.76,236.76,236.76,277.21,260.51,233.1,277.21,233.1,233.1,228.67,236.76,236.76,202.32,260.51,278.34,278.34,
03-02-2017,241.34,248.38,248.38,248.38,277.14,291,242.32,277.14,239.13,239.13,232.7,248.38,248.38,186.41,291,291,291,
04-02-2017,235.1,237.64,237.64,237.64,239.25,237.65,234.29,239.25,237.64,237.56,234.09,236.76,236.76,186.45,237.65,239.25,239.25,
05-02-2017,233.86,235.79,235.79,235.79,235.79,235.79,235.79,235.79,235.79,235.79,234.66,235.79,235.79,189,235.79,235.79,235.79,
06-02-2017,248.14,259.84,259.84,259.84,277.04,290.34,243.02,277.04,243.02,243.02,239.11,248.81,248.81,194.72,290.34,290.34,290.34,
07-02-2017,263.35,313.32,313.32,313.32,313.32,326.88,242.07,313.32,261.7,242.07,240.1,265.99,265.99,243.11,322.73,322.73,322.73,
08-02-2017,290.39,339.69,339.69,339.69,339.69,345.9,247.48,339.69,255.05,247.48,244.35,339.69,339.69,339.69,345.9,345.9,345.9,
09-02-2017,326.68,346.24,346.24,346.24,346.56,353.25,339.25,346.56,263.99,263.99,247.51,346.24,346.24,346.24,353.25,353.25,353.25,
10-02-2017,274.61,288.53,288.53,288.53,288.53,311.67,250.06,288.53,255.09,250.06,249.25,288.53,288.53,288.53,311.67,311.67,311.67,
11-02-2017,238.9,239.9,239.9,239.9,239.9,243.63,239.48,239.9,239.78,239.48,239.48,239.9,239.9,185.69,260.47,265.07,265.07,
12-02-2017,233.24,235.37,235.37,235.37,237.1,235.37,235.11,237.1,235.38,235.38,235.18,235.17,235.17,182.98,235.37,237.24,237.24,
13-02-2017,244.39,241.27,241.27,247.8,292.25,248.92,247.8,292.25,248.54,248.54,242.28,241.27,241.27,184.9,248.92,293.44,293.44,
14-02-2017,248.04,254.19,254.19,254.19,289.57,262.52,249.92,289.57,243.33,243.33,243.33,254.14,254.14,183.23,262.52,300.79,301.84,
15-02-2017,265.96,321.29,321.29,321.29,321.29,330.92,321.29,321.29,246.86,246.86,246.83,316.81,316.81,175.63,330.92,346.93,346.93,
16-02-2017,234.21,234.61,234.61,234.61,240.97,264.64,234.54,240.97,234.54,234.54,234.54,234.61,234.61,177.56,264.64,278.87,278.87,
17-02-2017,232.38,231.43,231.43,231.58,231.58,242.53,232.47,231.58,232.98,232.98,232.98,231.43,231.43,194.13,242.53,267.26,279.84,
18-02-2017,224.59,224.14,224.14,224.14,224.14,224.54,224.14,224.14,225.48,225.48,225.48,224.14,224.14,186.62,224.54,277.86,277.86,
19-02-2017,215.16,201.48,201.48,201.48,201.48,201.48,159.19,184.41,224.93,224.93,224.93,201.48,201.48,193.06,201.48,204.72,204.72,
20-02-2017,221.35,213.16,213.16,213.16,213.16,273.52,101.93,166,227.03,227.03,227.03,213.16,213.16,210.88,273.52,273.52,273.52,
21-02-2017,223.76,218.18,218.18,218.18,218.18,259.86,194.22,198.58,225.58,225.58,225.58,218.18,218.18,213.5,259.86,260,261.08,
22-02-2017,216.91,211.75,211.75,211.75,211.75,232.2,167.94,171.3,220.17,220.17,220.17,211.75,211.75,211.75,232.2,232.85,248.62,
23-02-2017,221.62,210.77,210.77,210.77,210.77,210.77,175.54,175.62,229.53,229.53,229.53,216.8,216.8,203.49,210.77,210.77,220.51,
24-02-2017,228.03,224.72,224.72,224.81,224.81,224.81,190.25,190.25,232.38,232.38,232.38,224.72,224.72,190.65,224.81,224.81,224.81,
25-02-2017,224.5,222.79,222.79,222.79,222.79,222.96,203.54,204,227.37,227.37,227.37,222.79,222.79,181.03,222.96,222.96,222.96,
26-02-2017,216.53,212.86,212.86,212.86,212.86,212.86,151.47,151.47,222.98,222.98,222.98,212.86,212.86,181.11,212.86,212.86,212.86,
27-02-2017,227.36,222.54,222.54,222.54,222.54,256.31,196.74,196.74,229.68,229.68,229.68,222.54,222.54,188.1,256.31,256.31,256.19,
28-02-2017,222.03,218.27,218.27,218.27,218.27,221.07,188.61,188.72,227.01,227.01,227.01,218.27,218.27,185.46,221.07,221.07,220.76,
01-03-2017,229.19,228.74,228.74,228.74,228.74,236.49,225.3,228.88,232.87,232.67,232.67,228.74,228.74,181.29,236.49,241.96,241.96,
02-03-2017,228.92,229.94,229.94,229.94,230.05,232.7,227.88,229.41,232.73,231.08,231.08,229.94,229.94,183.95,232.7,232.7,232.65,
03-03-2017,234.04,230.86,230.86,230.86,235.07,247.53,230.7,235.22,234.32,234.32,234.32,230.86,230.86,190.76,247.53,247.53,247.53,
04-03-2017,225.51,224.26,224.26,224.26,224.26,224.26,212.27,223.19,227.73,227.73,227.73,224.26,224.26,188.92,224.26,224.26,224.26,
05-03-2017,221.61,211.18,211.18,211.18,211.18,211.18,130.46,165.3,228.55,228.39,228.39,211.76,211.76,185.79,211.18,211.18,211.18,
06-03-2017,245.23,246.16,246.16,246.16,246.16,274.2,242.48,245.41,244.99,244.56,244.56,245.41,245.41,190.33,274.2,268.25,268.25,
07-03-2017,292.04,309.49,309.49,309.49,310.01,309.49,310.01,310.01,306.06,305.67,305.67,309.49,309.49,187.51,309.16,309.16,309.68,
08-03-2017,246.14,251.3,251.3,251.3,251.3,251.3,251.3,251.3,250.84,248.98,248.98,251.87,251.87,186.05,251.08,251.08,251.08,
09-03-2017,238.35,239.47,239.47,239.47,242.54,239.47,239.71,242.53,240.41,240.41,240.41,239.55,239.55,183.69,238.17,238.17,266.32,
10-03-2017,233.21,234.76,234.76,234.76,234.76,240.87,220.16,220.16,235.51,235.51,235.51,236.71,236.71,182.34,240.87,240.87,264.46,
11-03-2017,227.82,230.93,230.93,230.93,230.93,230.93,231.01,231.01,231.01,231.01,231.01,230.93,230.93,172.09,230.93,230.93,230.93,
12-03-2017,213.7,216.47,216.47,216.47,216.47,216.47,215.33,216.47,218.19,218.19,218.19,217.68,217.68,172.1,216.47,216.47,240.62,
13-03-2017,233.54,237.33,237.33,237.33,254.89,237.33,254.08,254.22,234.45,234.45,234.45,237.8,237.8,179.93,236.95,236.95,271.12,
14-03-2017,219.28,215.25,215.25,215.25,224.99,215.25,213.32,224.99,224.97,224.97,224.97,223.54,223.54,177.76,215.25,215.25,237.15,
15-03-2017,212.06,177.72,177.72,177.72,177.72,177.72,171.56,171.56,223.92,223.92,223.92,219.05,219.05,178.31,177.72,177.72,177.72,
16-03-2017,222.64,215.06,215.06,215.06,224.73,215.85,207.5,221.49,229.03,229.03,229.03,224.77,224.77,175.25,214.3,214.3,223.18,
17-03-2017,209.4,193.86,193.86,193.86,193.86,193.86,188.48,188.79,219.57,219.57,219.57,216.25,216.25,176.5,193.86,193.86,193.86,
18-03-2017,209.72,197.04,197.04,197.04,197.04,197.04,169.03,169.41,219.87,219.87,219.87,218.13,218.13,173.4,196.73,196.73,196.73,
19-03-2017,212.89,207.54,207.54,207.54,207.54,207.54,119.48,140.64,218.78,218.78,218.78,219.73,219.73,174.69,207.54,207.54,207.54,
20-03-2017,226.11,223.01,223.01,223.01,223.01,223.01,206.85,207.07,232.02,232.02,232.02,235.15,235.15,176.95,223.01,223.01,223.01,
21-03-2017,213.79,199.45,199.45,199.45,199.45,199.45,190.8,199.45,222.38,222.38,222.38,222.03,222.03,175.27,199.45,199.45,199.45,
22-03-2017,221.44,213.09,213.09,213.09,213.09,213.09,220.25,220.66,228.06,228.06,228.06,222.53,222.53,183.16,213.09,213.09,213.09,
23-03-2017,228.84,232.99,232.99,232.99,232.99,232.99,235.8,233.05,235.47,235.47,235.47,233.09,233.09,181.28,232.99,232.99,232.99,
24-03-2017,227.65,237.37,237.37,237.37,237.37,237.37,237.38,237.38,230.6,230.6,230.6,237.37,237.37,180.37,237.37,237.37,237.37,
25-03-2017,208.48,207.38,207.38,207.38,207.38,207.38,201.63,199.44,212.56,212.56,212.69,208.91,208.91,178.69,207.38,207.38,207.38,
26-03-2017,204.17,200.02,200.02,200.02,200.02,200.02,204.87,204.88,211.02,211.02,211.02,207.24,207.24,177.59,200.02,200.02,200.02,
27-03-2017,219.2,221.09,221.09,221.09,221.09,221.09,226.51,224.45,221.34,221.34,221.34,222.77,222.77,183,221.09,221.09,221.09,
28-03-2017,231.92,243.4,243.4,243.4,243.4,243.4,254.31,250.48,225.82,225.82,225.82,246.4,246.4,180.48,243.26,243.26,243.26,
29-03-2017,227.89,255.88,255.88,255.88,255.88,255.88,238.72,238.72,220.67,220.67,220.67,255.89,255.89,184.08,255.88,255.88,255.88,
30-03-2017,224.33,246.46,246.46,246.46,246.46,246.46,233.04,246.46,219.32,218.68,218.75,246.46,246.46,184.81,246.35,246.35,246.35,
31-03-2017,217.17,226.96,226.96,226.96,226.96,229.58,223.7,225.41,221.69,214.75,214.97,228.7,228.7,183.98,229.11,229.11,229.11,
01-04-2017,201.95,201.99,201.99,201.99,201.99,201.99,222.85,222.99,204.5,204.5,204.5,203.45,203.45,181.18,201.99,201.99,201.99,
02-04-2017,202.56,204.1,204.1,204.1,204.1,204.1,206.85,207.65,204.52,204.52,204.52,204.1,204.1,182.26,204.1,204.1,204.1,
03-04-2017,228.54,252.84,252.84,252.84,257.08,252.84,265.22,260.3,217.71,217.71,217.71,252.84,252.84,183.36,252.84,257.08,257.08,
04-04-2017,210.92,211.13,211.13,211.13,241.81,211.13,226.2,274.36,211.99,211.99,211.99,211.13,211.13,180.76,211.13,241.81,241.81,
05-04-2017,202.57,199.26,199.26,199.26,216.83,222.11,104.13,216.59,204.78,204.78,204.78,200.06,200.06,182,222.11,235.35,235.35,
06-04-2017,207.06,202.96,202.96,202.96,215.74,230.02,170.59,204.47,209.62,209.62,209.62,208.19,208.19,180.3,230.02,230.02,230.02,
07-04-2017,207.59,214.81,214.81,214.81,231.85,239.59,173.92,226.97,208.32,208.32,208.32,216.26,216.26,181.18,239.59,239.59,239.59,
08-04-2017,207.68,210.44,210.44,210.44,210.44,211.48,210.44,210.44,210.44,210.44,210.44,210.27,210.27,180.91,211.48,211.48,211.48,
09-04-2017,194.28,189.72,189.72,189.72,189.72,189.72,197.66,199.77,200.82,200.82,200.82,190.17,190.17,179.35,189.72,189.72,189.72,
10-04-2017,192.79,182.64,182.64,182.64,182.64,195.52,169.9,180.1,199.46,199.46,199.46,189.96,189.96,180.59,195.52,195.52,195.52,
11-04-2017,190.37,166.53,166.53,166.53,166.53,172.98,164.2,166.53,200.76,200.76,200.76,190.8,190.8,175.79,172.98,172.98,172.98,
12-04-2017,202.17,201.85,201.85,201.85,201.85,217.91,198.43,198.43,204.18,204.18,204.18,202,202,182.16,217.91,217.91,217.91,
13-04-2017,202.46,200.56,200.56,200.56,200.56,240.74,192.49,192.49,204.67,204.67,204.67,200.91,200.91,181.21,240.74,240.74,240.74,
14-04-2017,207.28,209.94,209.94,209.94,209.94,233.61,209.94,209.94,208.97,208.97,208.97,208.97,208.97,182.39,233.61,233.61,233.61,
15-04-2017,206.81,209.28,209.28,209.28,209.28,209.74,208.11,208.11,209.3,209.3,209.3,208.94,208.94,182.19,209.74,209.74,209.74,
16-04-2017,211.73,214.51,214.51,214.51,214.51,214.51,214.51,214.74,214.51,214.51,214.51,214.51,214.51,181.79,214.51,214.51,214.51,
17-04-2017,211.51,213.35,213.35,213.35,213.35,218.95,208.56,208.96,214.27,214.2,214.27,213.35,213.35,182.47,218.95,218.95,218.95,
18-04-2017,242.08,249.6,249.6,249.6,249.6,254.34,249.51,249.6,246.6,246.06,246.6,246.48,246.48,182.67,254.34,254.34,254.34,
19-04-2017,249.12,266.54,266.54,266.54,267.38,268.68,267.61,267.61,261.51,260.61,261.51,251.92,251.92,183.36,268.68,268.68,269.52,
20-04-2017,219.34,221.83,221.83,221.83,230.62,236.23,221.83,230.62,222.47,222.47,222.47,221.7,221.7,180.56,236.23,241.81,242.8,
21-04-2017,200.78,149.7,149.7,149.7,149.7,246.27,135.71,149.79,213.19,213.19,213.19,210.87,210.87,173.87,246.27,246.27,246.27,
22-04-2017,191.96,105.6,105.6,105.6,105.6,200.63,78.73,80.88,211.65,211.65,211.68,209.92,209.92,176.37,200.63,200.63,200.63,
23-04-2017,203.83,196.64,196.64,196.64,196.64,197.18,77.79,122.88,213.72,213.54,213.72,213,213,179.22,197.18,197.18,197.18,
24-04-2017,228.18,239.44,239.44,239.44,239.44,292.11,198.02,210.27,240.84,218.01,240.84,235.61,235.61,182.18,292.11,292.11,292.11,
25-04-2017,256.21,263.61,263.61,263.61,263.61,275.61,263.83,263.92,263.61,245.6,263.61,262.49,262.49,181.61,275.61,275.61,275.61,
26-04-2017,277.03,288.66,288.66,288.66,288.66,288.66,296.89,296.89,288.66,253.67,288.66,288.66,288.66,185.35,288.66,288.66,288.66,
27-04-2017,266.47,271.82,271.82,271.82,273.37,292.87,269.42,273.43,270.82,253.91,270.82,271.61,271.61,179.69,292.87,292.87,292.87,
28-04-2017,262.3,258.3,258.3,258.3,258.75,341.31,258.3,258.75,256,252.27,256,258.23,258.23,179.64,290.89,290.89,290.89,
29-04-2017,226.18,230.6,230.6,230.6,230.6,230.6,230.21,230.8,230.6,230.6,230.6,230.71,230.71,178.38,230.6,230.6,230.6,
30-04-2017,210.77,215.14,215.14,215.14,215.14,215.14,208.27,211.26,215.26,213.84,216.3,216.3,216.3,178.2,215.14,215.14,215.14,
01-05-2017,202.25,199.85,199.85,199.85,199.85,199.85,40.41,47.75,212.91,212.91,214.4,214.4,214.4,179.42,199.85,199.85,199.85,
02-05-2017,227.21,227.63,227.63,227.63,227.63,228.13,204.99,205.27,233.07,231.87,233.07,231.17,231.17,181.34,228.13,228.13,228.13,
03-05-2017,226.97,230.65,230.65,230.65,230.65,230.65,230.65,230.65,231.61,231.61,231.61,230.65,230.65,183.22,227.22,227.22,227.22,
04-05-2017,220.03,219,219,219,219,219,218.64,218.64,222.11,222.11,222.11,221.12,221.12,196.21,219,219,219,
05-05-2017,224.39,221.56,221.56,221.56,221.56,221.56,235.76,235.76,227.31,227.31,227.31,226.01,226.01,197.62,221.56,221.56,221.56,
06-05-2017,223.78,220.04,220.04,220.04,220.04,220.04,242.59,242.79,225.68,225.68,225.68,222.55,222.55,197.08,220.04,220.04,220.04,
07-05-2017,210.55,210.27,210.27,210.27,210.27,209.85,210.71,210.74,212.17,212.17,212.17,211.02,211.02,197.51,209.85,209.85,209.85,
08-05-2017,223.75,222.98,222.98,222.98,222.98,222.98,223.57,223.44,224.87,224.87,224.87,224.87,224.87,221.84,222.98,222.98,222.98,
09-05-2017,258.49,261.35,261.35,261.35,261.35,261.35,267.15,267.15,248.21,248.21,248.21,261.35,261.35,217.73,261.35,261.35,261.35,
10-05-2017,270.29,274.11,274.11,274.11,274.11,274.11,283.74,283.74,261.43,261.2,261.43,274.11,274.11,220.39,273.88,273.88,273.88,
11-05-2017,250.78,254.98,254.98,254.98,254.98,254.98,254.84,254.98,241.06,241.06,241.06,255.1,255.1,230.96,254.43,254.43,254.43,
12-05-2017,231.82,236.52,236.52,236.52,236.52,248.92,226.36,236.51,233.37,226.42,229.99,236.8,236.8,217.08,248.92,248.92,248.92,
13-05-2017,223.19,224.8,224.8,224.8,224.8,224.8,224.68,225.6,224.8,224.68,224.8,224.8,224.8,198.55,224.8,254.88,254.88,
14-05-2017,211.68,212.73,212.73,212.73,212.73,212.73,212.73,214.16,214.26,214.26,214.26,214.01,214.01,189.67,212.73,212.73,212.73,
15-05-2017,237,244.83,244.83,244.83,247.89,249.36,243.7,247.92,234.11,234.11,234.11,236.76,236.76,198.17,249.36,253.64,253.64,
16-05-2017,224.4,233.49,233.49,233.49,233.49,253.71,223.86,233.49,222.29,222.29,222.29,233.49,233.49,194.4,253.71,255.02,255.02,
17-05-2017,207.16,225.15,225.15,225.15,225.15,226.06,225.15,225.15,202.39,202.39,202.39,205.79,205.79,191.05,226.06,247.48,247.48,
18-05-2017,204.92,208.34,208.34,208.34,208.34,240.98,199.78,212.14,201.25,201.25,201,208.34,208.34,186.18,240.98,253.3,253.3,
19-05-2017,208.39,234.53,234.53,234.53,239.04,234.53,239.73,239.73,201.38,201.38,198.16,234.53,234.53,192.24,234.53,245.41,245.41,
20-05-2017,177.22,178.7,178.7,178.7,178.7,179.55,178.7,179.02,176.89,176.89,176.89,178.7,178.7,176.25,179.55,210.24,210.24,
21-05-2017,141,139.81,139.81,139.81,139.81,142.65,153.04,155.27,139.81,139.81,139.81,139.81,139.81,139.81,142.65,142.65,142.65,
22-05-2017,207.54,233.33,233.33,234.69,243.15,260.6,260.55,260.55,192.55,192.55,192.55,233.33,233.33,192.56,260.6,268.58,268.58,
23-05-2017,200.19,219.4,219.4,223.54,231.43,231.29,241.18,246.43,191.3,191.3,191.3,215.96,215.96,191.41,231.29,291.12,291.12,
24-05-2017,194.44,201.27,201.27,201.27,202.19,266.96,196.84,202.19,188.72,188.72,187.57,199.94,199.94,183.28,266.96,294.04,294.04,
25-05-2017,185.42,185.01,185.01,185.01,185.01,195.96,184.5,186.14,184.27,184.27,184.27,185.01,185.01,180.54,195.96,280.5,280.5,
26-05-2017,196.91,216.72,216.72,216.72,216.97,216.72,237.22,237.22,191.29,191.29,190.26,214.14,214.14,182.92,216.72,309.78,309.78,
27-05-2017,187.68,190.45,190.45,190.45,190.45,214.16,202.62,203.77,186.59,186.59,184.84,190.37,190.37,181.44,214.16,231.21,231.21,
28-05-2017,156.38,156.84,156.84,156.84,156.84,157.86,149.41,160.7,156.84,156.84,156.17,156.84,156.84,155.42,157.86,157.86,157.86,
29-05-2017,210.37,255.79,255.79,255.79,258.46,255.79,265.43,265.43,191.13,191.13,185.57,255.79,255.79,178.03,255.79,258.46,258.46,
30-05-2017,221.48,274.93,274.93,274.93,274.93,283.94,275.17,275.17,200.11,200.11,199.96,274.93,274.93,181.56,283.94,290.76,290.76,
31-05-2017,198.84,202.88,202.88,202.88,202.88,235.58,191.06,202.88,191.06,191.06,191.06,202.88,202.88,188.17,235.58,242.05,242.05,
01-06-2017,205.36,230.4,230.4,230.4,230.4,230.4,236.3,236.3,192.56,192.56,192.56,230.4,230.4,177.01,230.4,241.05,241.05,
02-06-2017,213.74,260.06,260.06,260.06,260.06,260.06,267.01,267.74,200.65,201.01,199.7,260.06,260.06,182.33,260.06,262.96,262.96,
03-06-2017,196.57,203.63,203.63,203.63,203.63,203.63,226.93,226.93,195.89,195.89,195.57,203.63,203.63,193.72,203.63,285.01,285.01,
04-06-2017,183.23,184.45,184.45,184.45,184.61,184.82,185.39,195.3,182.88,183.16,182.88,184.45,184.45,181.79,184.82,237.44,237.44,
05-06-2017,189.28,188.78,188.78,188.78,188.78,358.88,202.23,202.8,185.85,185.85,185.85,188.78,188.78,185.59,358.88,374.59,374.59,
06-06-2017,167.79,159.63,159.63,159.63,159.63,224.68,155.12,160.92,159.63,159.63,159.63,159.63,159.63,159.63,224.68,474.61,474.61,
07-06-2017,145.59,134.3,134.3,134.3,134.3,268.03,124.03,134.3,134.3,134.3,134.3,134.72,134.72,135.05,269.9,325.51,325.51,
08-06-2017,179.61,196.71,196.71,196.71,196.71,246.58,204.19,204.62,165.99,165.99,165.99,176.82,176.82,169.19,247.97,327.3,327.3,
09-06-2017,200.77,233.79,233.79,233.79,233.79,272.64,245.94,245.94,185.3,185.3,185.3,222.38,222.38,191.79,272.64,338.33,338.33,
10-06-2017,184.45,200.28,200.28,200.28,200.28,200.28,223.52,223.52,179.92,179.92,178.39,193.61,193.61,185.04,200.28,347.79,347.79,
11-06-2017,157.67,160.13,160.13,160.13,160.13,160.13,158.75,170.9,157.24,157.24,157.24,160.13,160.13,154.89,160.13,328.42,328.42,
12-06-2017,171.66,173.97,173.97,173.97,173.97,213.46,157.87,173.97,166.9,166.9,166.9,173.97,173.97,165.61,213.46,296.96,296.96,
13-06-2017,170.09,183.28,183.28,183.28,183.28,204.28,177.62,183.28,159.46,159.46,159.46,183.28,183.28,159.26,204.28,230.66,230.66,
14-06-2017,202.91,242.37,242.37,242.37,265.08,274.65,267.89,267.89,178.91,178.91,178.91,239.25,239.25,180.97,274.65,311.29,311.29,
15-06-2017,196.9,218.88,218.88,218.88,231.25,274.41,240.23,240.23,184.9,184.9,184.9,205.49,205.49,175.22,274.41,328.09,328.09,
16-06-2017,178.61,175.45,175.45,175.45,175.45,253.81,142.72,179.64,171.77,171.72,171.1,171.32,171.32,171.05,253.81,305.6,305.6,
17-06-2017,162.44,162.96,162.96,162.96,162.96,162.96,183.58,185.8,162.96,162.96,162.12,162.12,162.12,161.75,162.96,319.32,319.32,
18-06-2017,176.49,177.01,177.01,177.01,184.77,179.17,213.82,213.82,177.01,177.63,175.66,175.66,175.66,170.93,179.17,320.07,320.07,
19-06-2017,193.81,194.91,194.91,194.91,272.25,232.65,274.62,274.62,183.84,183.84,182.97,183.11,183.11,182.29,232.65,296.88,296.88,
20-06-2017,189.58,190.97,190.97,190.97,242.86,237.52,190.97,242.86,181.55,181.55,181.24,181.19,181.19,180.32,237.52,271.5,271.5,
21-06-2017,198.19,228.62,228.62,228.62,254.95,228.62,279.29,279.29,183.98,183.98,180.24,181.09,181.09,178.92,228.62,258.11,258.11,
22-06-2017,205.07,254.3,254.3,254.3,254.3,254.3,264.64,264.65,188.49,188.49,179.64,204.24,204.24,180.25,254.3,262.41,262.41,
23-06-2017,187.55,196.53,196.53,196.53,196.53,196.93,200.11,200.11,185.99,185.99,176.84,178.68,178.68,177.62,196.93,237.7,237.7,
24-06-2017,167.22,167.72,167.72,167.72,167.72,167.72,167.71,169.04,167.72,167.72,167.43,167.43,167.43,167.04,167.72,169.97,169.97,
25-06-2017,148.56,148.96,148.96,148.96,148.96,148.96,120.92,148.96,148.96,148.96,148.96,148.96,148.96,148.96,148.96,174.01,174.01,
26-06-2017,174.48,189.54,189.54,189.54,189.54,207.78,171.32,189.54,167.81,167.81,166.65,166.75,166.75,166.75,207.78,207.78,207.78,
27-06-2017,189.19,257.41,257.41,257.41,275.67,257.41,278.08,278.08,175.98,175.98,175.98,175.92,175.92,175.92,257.41,281.27,281.27,
28-06-2017,188.49,253.98,253.98,253.98,253.98,255.96,251.47,253.98,176.6,176.6,175.19,175.18,175.18,175.17,255.96,265.95,265.95,
29-06-2017,185.14,256.02,256.02,256.02,256.02,256.94,256.02,256.02,172.31,172.31,172.27,170.31,170.31,170.31,256.94,257.99,257.99,
30-06-2017,181.05,207.12,207.12,207.12,207.12,218.33,207.75,207.75,171.86,171.86,171.86,170.04,170.04,169.52,218.33,220.76,220.76,
01-07-2017,179.58,202.87,202.87,202.87,202.87,208.94,202.87,202.87,177.46,177.46,177.46,169.94,169.94,166.37,208.94,218.3,218.3,
02-07-2017,170.81,176.79,176.79,176.79,176.79,179.48,160.76,176.79,171.05,171.05,171.03,168.98,168.98,165.73,179.48,179.48,179.48,
03-07-2017,184.46,194.47,194.47,194.47,194.47,324.82,167.61,194.47,179.76,179.76,177.91,172,172,171.78,324.82,324.82,324.82,
04-07-2017,194,235.19,235.19,235.19,235.19,308.3,233.92,235.19,183.14,183.14,181.4,172.96,172.96,172.96,308.3,308.3,308.3,
05-07-2017,203,282.49,282.49,282.49,282.83,293.44,283.65,283.65,187.81,187.81,186.96,177.08,177.08,172.8,293.44,296.31,296.31,
06-07-2017,209.13,289.34,289.34,289.34,289.34,302.16,292.7,293.29,192.17,192.17,191.67,186.46,186.46,166.91,302.16,305.4,305.4,
07-07-2017,209.26,277.62,277.62,277.62,277.62,345.41,277.57,278.95,199.97,199.97,198.49,187.81,187.81,171.85,345.41,351.52,351.52,
08-07-2017,201.98,239.7,239.7,239.7,239.7,272.67,232.48,239.7,200.01,200.01,198.98,181.6,181.6,166.2,272.67,313.95,313.95,
09-07-2017,200.81,242.44,242.44,242.44,242.44,245.37,244.68,244.68,201.28,201.28,201.27,176.7,176.7,157.68,245.37,326.06,326.06,
10-07-2017,207.75,298.88,298.88,298.88,298.88,319.68,300.01,300.01,200.06,200.06,200.06,173.12,173.12,165.82,319.68,337.54,337.54,
11-07-2017,205.69,269.58,269.58,269.58,269.58,272.89,271.17,271.17,200.07,200.07,200.07,176.31,176.31,161.48,272.89,288.74,288.74,
12-07-2017,205.01,256.8,256.8,256.8,256.8,289.17,255.04,256.98,199.98,199.98,199.98,183.22,183.22,156.16,289.17,298.77,298.77,
13-07-2017,197.54,235.62,235.62,235.62,235.62,256.01,240.37,240.51,196.52,196.52,196.52,182.12,182.12,153.59,256.01,256.01,256.01,
14-07-2017,203.49,262.34,262.34,262.34,262.34,265.45,271.82,272.16,200.22,200.22,200.22,197.91,197.91,126.8,265.45,267.88,267.88,
